IdCliente,Nombre,FechaNacimiento,Genero,Nacionalidad,ProvinciaResidencia,Estudios,TipoCliente
27254,"el-Sadri, Naseem",1979-11-06,M,ES,PALENCIA,PreUniversitario,nuevo
27255,"Noeldner, Kyle",1975-05-04,f,ES,Cáceres,PreUniversitario,VIP
27256,"el-Moradi, Mutee'a",1962-03-31,m,ES,Cáceres,Universitario,Comun
27257,"Ferreira, Molly",1989-01-26,f,AS,LEÓN,Secundario,NUEVO
27258,"Duncan, Elijah",1991-09-15,f,ES,tarragona,Universitario,V I P
27259,"Bush, Tyrel",1976-02-24,f,kp,toledo,Secundario,VIP
27260,"el-Hassen, Fawz",1966-08-10,NA,ES,salamanca,Secundario,V.I.P.
27261,"Le, Thinh",1992-05-08,f,ES,Zamora,Secundario,COMUN
27262,"Tom, Cole",1960-08-13,M,ES,VALENCIA,PreUniversitario,V I P
27263,"Mitchell, Desmond",1962-02-14,m,ng,madrid,Universitario,vip
27264,"el-Jafari, Talha",1981-10-28,f,ES,Cádiz,Primario,nuevo
27265,"al-Mourad, Zaki",1965-11-12,NA,SG,Alicante,PreUniversitario,Común
27266,"Ocampo Garcia, Karina",1979-05-22,NA,ES,TARRAGONA,PreUniversitario,NUEVO
27267,"Lau, Andrew",1958-05-16,M,ES,NAVARRA,Primario,vip
27268,"Chacon, Lorensa",1955-03-05,NA,ES,Córdoba,Primario,COMUN
27269,"Han, Mika",1993-07-26,F,BE,Almeria,Universitario,Comun
27270,"Shipley, Nicole",1968-01-14,F,ES,Guipúzcoa,Primario,V.I.P.
27271,"Gabehart, Rusheal",1992-09-05,NA,ZM,Valencia,Secundario,vip
27272,"al-Gad, Amatullah",1979-03-22,m,ES,Sevilla,Primario,NUEVO
27273,"el-Kaba, Labeeb",1952-08-23,F,ES,ALBACETE,PreUniversitario,V.I.P.
27274,"Doh, Joshua",1978-12-18,m,ES,VIZCAYA,PreUniversitario,V I P
27275,"Dominguez, Ryan",1942-08-17,F,M.D.,LUGO,Universitario,Común
27276,"Oubkeo, Ashley",1957-04-23,F,ES,Almeria,Secundario,Comun
27277,"Antonio, Clara",1982-03-14,NA,JO,Las Palmas,Universitario,VIP
27278,"el-Bina, Muthanna",1971-12-22,M,ES,CÁDIZ,Secundario,nuevo
27279,"Pereyra, Frida",1960-11-27,M,ES,salamanca,PreUniversitario,nuevo
27280,"al-Hashmi, Wadha",1940-09-24,f,ES,Las Palmas,PreUniversitario,COMUN
27281,"Gallegos, Augustine",1960-09-03,f,wf,LEÓN,PreUniversitario,Nuebo
27282,"Drovdal, Samantha",1982-07-22,m,ES,Zaragoza,PreUniversitario,COMUN
27283,"el-Nouri, Rasheeq",1973-12-19,NA,tv,Barcelona,Primario,nuevo
27284,"Montoya, Destinee",1986-11-16,NA,ES,LEÓN,PreUniversitario,VIP
27285,"Barrow, Cody",1972-04-03,m,ES,cuenca,Secundario,nuevo
27286,"Probeck, Alyssa",1984-12-26,m,ES,Asturias,Primario,Comun
27287,"Sanders, Lina",1982-10-01,F,et,MADRID,PreUniversitario,VIP
27288,"Lovato, Joshua",1963-11-25,NA,ES,granada,PreUniversitario,Común
27289,"Ramos Maldonado, Carina",1959-08-30,f,Lc,huelva,PreUniversitario,Común
27290,"Sweet, Megan",1951-05-08,M,ES,SEGOVIA,PreUniversitario,nuevo
27291,"Garcia Valles, Manuel",1958-08-13,NA,ES,Lugo,Secundario,vip
27292,"Cook, Charles",1948-04-29,F,ES,Vizcaya,PreUniversitario,Común
27293,"Ortega, Selina",1957-12-16,f,T.T.,vizcaya,Secundario,vip
27294,"Mcclease-Borden, Natnael",1959-11-27,m,ES,Castellon,Universitario,V.I.P.
27295,"Ward, Taylore",1975-03-28,m,ES,Segovia,PreUniversitario,V.I.P.
27296,"Minobe, Elise",1986-06-22,F,ES,Burgos,Universitario,V.I.P.
27297,"Weinstein, Madeline",1988-10-03,m,ES,MÁLAGA,PreUniversitario,vip
27298,"Lovell, Wendy",1955-05-31,NA,ES,Castellon,Secundario,Comun
27299,"al-Sheikh, Taiseer",1966-08-27,M,TG,alicante,Secundario,V.I.P.
27300,"Martinez, Angelo",1942-10-19,F,ES,JAÉN,PreUniversitario,nuevo
27301,"Cho, Laura",1983-07-09,M,K.G.,Alava,PreUniversitario,Comun
27302,"al-Huq, Rida",1994-06-19,M,ES,albacete,PreUniversitario,VIP
27303,"Fincher, Brandon",1965-03-21,f,ES,granada,Primario,Comun
27304,"Timmins, Jeremy",1972-01-12,F,ES,ALMERÍA,Secundario,V I P
27305,"Hernandez, Peyton",1947-12-26,m,FR,Madrid,Secundario,nuevo
27306,"Hare, Matthew",1970-06-13,f,ES,CIUDAD REAL,Primario,V.I.P.
27307,"Two Crow-Lee, Jessica",1984-08-18,NA,Pa,Segovia,Universitario,vip
27308,"Vanhegewald, Danielle",1989-11-12,M,ES,HUELVA,Secundario,Común
27309,"Garcia, Kelsi",1957-05-31,M,ES,MURCIA,Universitario,Común
27310,"Hankin, Michael",1961-02-05,m,ES,salamanca,PreUniversitario,COMUN
27311,"al-Baccus, Haazim",1949-07-25,F,AW,ÁLAVA,Secundario,nuevo
27312,"el-Nazar, Raashid",1984-11-12,M,ES,huelva,Secundario,vip
27313,"al-Arafat, Hasnaa",1991-10-21,m,Mw,Guipuzcoa,Universitario,VIP
27314,"el-Hamidi, Maleeha",1957-07-21,m,ES,Valladolid,Universitario,COMUN
27315,"De Paz-Lopez, Alyssa",1941-01-24,F,ES,islas balears,Secundario,NUEVO
27316,"De La Cruz, Briant",1949-08-23,f,ES,La Coruña,PreUniversitario,VIP
27317,"Siregar, Kathleen",1983-01-30,F,T.L.,PALENCIA,Universitario,V I P
27318,"Morin, Casey",1974-05-31,F,ES,Islas Balears,Secundario,V I P
27319,"Salle, Justina",1993-10-17,M,NA,Toledo,Primario,NUEVO
27320,"Dizon, Payton",1959-06-29,NA,ES,BURGOS,Primario,NUEVO
27321,"Townsend, Anthony",1954-09-22,m,ES,CUENCA,Universitario,vip
27322,"Terry, Alysha",1989-08-08,f,ES,SEGOVIA,Universitario,Nuebo
27323,"Nguyen, Luke",1967-06-30,F,Bv,Valladolid,PreUniversitario,COMUN
27324,"Mcguire, Shaina",1988-08-18,NA,ES,segovia,PreUniversitario,nuevo
27325,"Garcia, Steven",1963-03-16,f,NA,Lérida,Universitario,NUEVO
27326,"Do, Dakota",1982-04-30,NA,ES,córdoba,Primario,Comun
27327,"Ortega-Reyes, Nayeli",1981-05-23,f,ES,Albacete,Primario,vip
27328,"Zimecki, Kaitlyn",1950-12-05,NA,ES,Guipuzcoa,PreUniversitario,vip
27329,"al-Farra, Tawfeeq",1948-07-30,F,mo,La Coruña,Universitario,COMUN
27330,"Shakespeare, Brackin",1982-01-25,F,ES,Zamora,PreUniversitario,NUEVO
27331,"al-Tabet, Sahheeda",1959-04-12,NA,NA,Granada,Secundario,V.I.P.
27332,"Murali, Emily",1952-03-04,M,ES,Palencia,Secundario,vip
27333,"Kwon, Yantao",1967-05-04,F,ES,Cordoba,Universitario,VIP
27334,"Thompson, Katie",1957-10-09,m,ES,Salamanca,Universitario,V.I.P.
27335,"el-Mohiuddin, Farhaana",1982-11-17,m,PN,león,Universitario,vip
27336,"al-Rahmani, Hanlala",1982-11-21,f,ES,Islas Balears,Primario,NUEVO
27337,"Jennings, Mareno",1985-10-30,F,NA,león,Universitario,V I P
27338,"Agwu, Anthony",1962-07-11,NA,ES,La Coruña,Primario,V I P
27339,"Jones, Jayden",1960-10-23,f,ES,álava,PreUniversitario,Comun
27340,"Bender, Yea Eun",1970-03-13,M,ES,ALICANTE,PreUniversitario,Común
27341,"Leyerle, Lance",1950-01-01,m,so,Lugo,Secundario,Común
27342,"el-Zadeh, Fareeda",1993-09-22,m,ES,Palencia,Universitario,NUEVO
27343,"Laumann, Sonia",1949-06-06,F,I.T.,ciudad real,Secundario,V I P
27344,"Williams, Terrance",1941-12-27,M,ES,zamora,Secundario,Común
27345,"Bailon-Silva, Johnathan",1967-11-28,M,ES,jaén,PreUniversitario,V I P
27346,"al-Azad, Kulthum",1975-06-22,NA,ES,madrid,Universitario,NUEVO
27347,"Dieyleh, Lia",1947-06-30,f,AT,MURCIA,Primario,Común
27348,"Phan, Rose",1967-01-09,M,ES,segovia,Secundario,COMUN
27349,"al-Aly, Mashal",1963-02-20,NA,Ss,Cantabria,Secundario,nuevo
27350,"Sheh, Ariunchimeg",1950-05-31,f,ES,VIZCAYA,Primario,V.I.P.
27351,"Wilson, Caitlyn",1944-03-12,M,ES,Granada,Universitario,Comun
27352,"Chinchilla-Benavides, Edlin",1961-09-02,f,ES,TOLEDO,Primario,Comun
27353,"Halling, Annika",1954-05-30,M,fi,MADRID,Primario,V I P
27354,"Worley, Marco",1945-10-16,NA,ES,lérida,Universitario,VIP
27355,"Revello, Stacey",1957-04-09,m,NA,CASTELLÓN,Universitario,V I P
27356,"Pooley, Sky",1984-08-06,NA,ES,zamora,Secundario,Común
27357,"Sheley, David",1957-07-20,F,ES,ALICANTE,PreUniversitario,NUEVO
27358,"Havlik, Kyle",1956-03-30,NA,ES,vizcaya,Universitario,Común
27359,"Benavidez, Evelio",1979-12-19,M,Sa,PALENCIA,PreUniversitario,NUEVO
27360,"Nhem, Andrew",1967-10-04,F,ES,guipúzcoa,Secundario,Comun
27361,"el-Mahmoud, Haani",1974-06-29,m,G.U.,Ciudad Real,Primario,COMUN
27362,"Manke, Kelsy",1985-07-08,M,ES,SANTA CRUZ DE TENERIFE,PreUniversitario,V I P
27363,"Bing, Davoney",1953-04-11,m,ES,Sevilla,PreUniversitario,NUEVO
27364,"al-Nassif, Aaisha",1989-01-30,M,ES,CÓRDOBA,Universitario,Común
27365,"Mckinney, Kevin",1946-01-31,M,MO,LA CORUÑA,Universitario,COMUN
27366,"Elliott, Morwial",1984-05-27,F,ES,Cáceres,PreUniversitario,VIP
27367,"Russ, Moon Ho",1967-12-25,f,NA,Cordoba,Secundario,V.I.P.
27368,"Devora Cervantes, Samantha",1971-09-27,NA,ES,Santa Cruz de Tenerife,Universitario,VIP
27369,"Tepley, Samantha",1971-11-24,f,ES,Caceres,Universitario,Común
27370,"Walker, Melike",1940-05-06,M,ES,Asturias,Universitario,V I P
27371,"al-Omar, Ameena",1977-06-26,F,I.D.,HUESCA,Universitario,V.I.P.
27372,"Mills, Lakeysha",1985-09-11,NA,ES,lugo,Universitario,V.I.P.
27373,"Cruz, Daniel",1957-04-11,f,O.M.,Soria,PreUniversitario,COMUN
27374,"Valdez, Hunter",1976-03-22,NA,ES,badajoz,PreUniversitario,COMUN
27375,"Johnson, Danna",1955-12-21,f,ES,La Coruña,Universitario,Común
27376,"el-Omar, Faadil",1954-09-22,m,ES,Santa Cruz de Tenerife,Universitario,VIP
27377,"Sparks, Unique",1968-09-21,m,B.Y.,Burgos,PreUniversitario,vip
27378,"el-Abraham, Faalih",1986-03-31,M,ES,ávila,Universitario,COMUN
27379,"Trego, Kelsey",1994-11-19,f,Fm,guadalajara,PreUniversitario,V.I.P.
27380,"Pacheco, Aaron",1961-03-10,f,ES,Soria,Secundario,V.I.P.
27381,"el-Muhammad, Aabid",1990-01-22,NA,ES,ALICANTE,Primario,vip
27382,"Mcdonald Landers, Timket",1966-03-28,m,ES,Salamanca,Primario,nuevo
27383,"Lisondra, Ushma",1985-04-24,F,T.L.,Cordoba,PreUniversitario,COMUN
27384,"Li, Andrew",1994-06-17,m,ES,Cuenca,Universitario,V.I.P.
27385,"el-Aziz, Haitham",1965-12-12,NA,M.Z.,MÁLAGA,Universitario,Comun
27386,"Mcelligatt, Joseph",1943-12-18,f,ES,toledo,Secundario,nuevo
27387,"Fukui, Don",1978-07-27,F,ES,ciudad real,PreUniversitario,Común
27388,"Goetsch, Keith",1973-05-19,NA,ES,Pontevedra,PreUniversitario,Común
27389,"Nguyen, Aiyana",1966-05-28,f,G.U.,GUADALAJARA,PreUniversitario,V.I.P.
27390,"el-Miah, Safar",1977-11-27,M,ES,ORENSE,Secundario,COMUN
27391,"Fessler, Li-Mae",1985-07-29,M,Ax,Cádiz,PreUniversitario,vip
27392,"al-Odeh, Khaleela",1942-10-14,M,ES,LUGO,PreUniversitario,vip
27393,"Perez, Malcolm",1951-02-25,f,ES,ZAMORA,Primario,Común
27394,"Howard, Julian",1947-09-08,m,ES,TOLEDO,Secundario,NUEVO
27395,"Magalong, Megan",1990-12-01,M,GT,Jaen,PreUniversitario,nuevo
27396,"Howze, Sarah",1956-03-22,f,ES,Murcia,Universitario,Común
27397,"al-Hamad, Nameera",1976-11-16,F,GY,Guadalajara,PreUniversitario,Comun
27398,"al-Kazi, Nazmi",1972-02-21,f,ES,Cáceres,Primario,Común
27399,"Kelly, Michaela",1980-08-26,NA,ES,lérida,Primario,Nuebo
27400,"Cooper, Claud",1990-08-02,M,ES,cuenca,Secundario,NUEVO
27401,"el-Yasin, Shaamikh",1984-02-24,F,UG,Teruel,Universitario,vip
27402,"Earl, Kelsey",1965-04-04,F,ES,orense,Universitario,V I P
27403,"Ault, Galina",1960-07-29,M,Mv,Salamanca,Universitario,nuevo
27404,"el-Taha, Nizaar",1941-10-17,f,ES,Sevilla,PreUniversitario,Comun
27405,"Smith, Briana",1984-09-01,M,ES,segovia,Universitario,Comun
27406,"Kiyota, Zarqa",1973-10-09,M,ES,PALENCIA,Secundario,V I P
27407,"Seals, Aric",1960-10-31,NA,No,Castellón,PreUniversitario,V I P
27408,"Lewis, Christopher",1945-09-07,NA,ES,Córdoba,Universitario,nuevo
27409,"Vasquez, Gloria",1967-11-19,f,KR,lérida,Secundario,vip
27410,"al-Mian, Manaahil",1942-06-08,F,ES,Huelva,PreUniversitario,Común
27411,"Dixon, Didell",1979-10-14,M,ES,valladolid,Secundario,VIP
27412,"el-Sarah, Shujaa",1982-07-25,m,ES,ZAMORA,Universitario,Común
27413,"Johnson, Martin",1944-07-28,NA,J.M.,burgos,Universitario,nuevo
27414,"Lao, Julio",1964-06-14,M,ES,granada,Universitario,nuevo
27415,"el-Amin, Salma",1983-03-22,NA,NA,Toledo,Primario,nuevo
27416,"Blair, Jacky",1986-06-04,M,ES,Valencia,PreUniversitario,Común
27417,"Lowry, Deshawna",1947-04-26,F,ES,SEGOVIA,Universitario,NUEVO
27418,"Porco, Daniel",1977-10-10,m,ES,MURCIA,PreUniversitario,V.I.P.
27419,"Gilbert, Steven",1974-03-10,F,Ml,Almería,PreUniversitario,vip
27420,"Vanselow, Zhane",1949-04-07,m,ES,LEÓN,Secundario,VIP
27421,"Seeley, Alexis",1993-01-24,f,TK,zamora,PreUniversitario,NUEVO
27422,"el-Matar, Imaad",1951-05-13,m,ES,orense,Secundario,Común
27423,"Salle II, Andrew",1948-08-31,NA,ES,Cáceres,Secundario,COMUN
27424,"Alexander, Jasmine",1986-06-09,m,ES,LUGO,Primario,Común
27425,"De Dios, John",1974-09-24,NA,tw,Cáceres,Primario,vip
27426,"Prom, Khushali",1962-09-18,NA,ES,ciudad real,PreUniversitario,Común
27427,"Duran, Karelia",1965-05-17,F,B.F.,Segovia,Primario,vip
27428,"al-Sadri, Zulfa",1971-02-22,f,ES,navarra,Universitario,Comun
27429,"Young, Cydnie",1975-06-09,f,ES,Granada,PreUniversitario,COMUN
27430,"Hendrix, Ta'Jiona",1966-06-23,f,ES,SANTA CRUZ DE TENERIFE,Universitario,V I P
27431,"Larson, Jay",1991-04-04,M,ET,Burgos,PreUniversitario,vip
27432,"Sweets, Taylor",1970-05-17,F,ES,Tarragona,Secundario,NUEVO
27433,"Acosta, Pharo",1964-04-12,m,N.U.,Cordoba,Universitario,Comun
27434,"el-Haque, Nabeeh",1990-12-03,NA,ES,Leon,PreUniversitario,Comun
27435,"Kumar Rao, Safiullah",1947-05-18,f,ES,CÓRDOBA,Primario,nuevo
27436,"Sambula, Xochitl",1972-01-06,F,ES,CASTELLÓN,Primario,Común
27437,"Ward, Jennifer",1971-10-14,m,A.U.,VALLADOLID,PreUniversitario,V I P
27438,"Richardson, Dasj'On",1970-12-05,f,ES,Salamanca,PreUniversitario,vip
27439,"al-Wahba, Radwa",1969-01-27,m,cc,Lerida,Universitario,Comun
27440,"el-Farooqui, Husain",1964-04-10,F,ES,Barcelona,PreUniversitario,COMUN
27441,"Danielson, Sierra",1946-01-24,f,ES,Ciudad Real,Universitario,V I P
27442,"Mcdowell, Cynthia",1977-05-03,F,ES,Burgos,Universitario,VIP
27443,"el-Molla, Shaheera",1971-11-19,M,by,segovia,PreUniversitario,VIP
27444,"el-Ahmed, Nuzha",1974-10-29,f,ES,huesca,Primario,nuevo
27445,"al-Riaz, Abdul Hameed",1945-06-26,f,Pa,Albacete,Primario,Comun
27446,"Morales, Deisy",1981-05-13,m,ES,ALBACETE,Universitario,Común
27447,"Gonzales, Kelly",1947-08-18,f,ES,la coruña,Universitario,nuevo
27448,"al-Ayoob, Thaamira",1991-07-15,F,ES,Murcia,Primario,NUEVO
27449,"Ahrens, Cheyenne",1947-12-12,F,KN,SALAMANCA,Secundario,VIP
27450,"al-Akram, Haazim",1976-09-25,NA,ES,lérida,Universitario,V.I.P.
27451,"Shumock, Shanay",1941-03-22,f,bv,guadalajara,PreUniversitario,Común
27452,"Tieman, Lisa",1986-01-30,M,ES,ALMERÍA,Universitario,NUEVO
27453,"Mccarthy, Thufeil",1973-06-27,f,ES,Caceres,Primario,Común
27454,"Vargas, Davina",1993-03-03,f,ES,Islas Balears,Primario,V I P
27455,"Salas, Guadalupe",1972-07-13,F,Pm,guipúzcoa,Universitario,V.I.P.
27456,"Miles, Steven",1960-09-15,M,ES,Alava,Universitario,V I P
27457,"Brown, Ashleigh",1986-12-24,m,GB,Caceres,Primario,V I P
27458,"Schneck, Ronald",1986-06-11,M,ES,Guadalajara,Secundario,V I P
27459,"Wallace, Michael",1945-06-13,f,ES,Barcelona,Secundario,VIP
27460,"Terrazas, Aundrea",1980-12-05,m,ES,Santa Cruz De Tenerife,PreUniversitario,Común
27461,"Carter, Mercede",1944-02-04,f,LI,Orense,PreUniversitario,Comun
27462,"Burns, Pablo",1980-12-28,F,ES,Castellón,PreUniversitario,NUEVO
27463,"al-Abdoo, Shafeeqa",1978-11-10,NA,NA,GERONA,Primario,V I P
27464,"Sander, Miranda",1974-04-14,NA,ES,Madrid,Secundario,NUEVO
27465,"al-Salehi, Burhaan",1983-04-15,M,ES,CIUDAD REAL,Universitario,V.I.P.
27466,"Patterson, Joseph",1977-05-13,M,ES,Jaén,Universitario,COMUN
27467,"al-Obeid, Majeeda",1962-09-09,f,Gw,segovia,Secundario,NUEVO
27468,"Mcneal, Kelsey",1976-10-31,f,ES,huesca,Universitario,Comun
27469,"Guyon, Suzanna",1991-01-03,F,Mm,Cáceres,Primario,V I P
27470,"el-Munir, Fawzia",1975-10-21,m,ES,LA RIOJA,Universitario,Común
27471,"Carothers, Aubrey",1941-07-21,F,ES,Pontevedra,Primario,Común
27472,"Le, Michael",1992-06-21,m,ES,Barcelona,PreUniversitario,Común
27473,"Pham, Rick",1986-05-27,NA,UA,Murcia,Secundario,NUEVO
27474,"Zarate-Estrada, David",1944-05-04,M,ES,Soria,Primario,V I P
27475,"Gashwazra, Autumn",1994-08-24,NA,D.J.,Huelva,Secundario,V I P
27476,"al-Emami, Zubaida",1952-06-13,NA,ES,MURCIA,Universitario,Común
27477,"Thorne, Cristiona",1941-02-13,M,ES,Madrid,Primario,Comun
27478,"al-Sharaf, Katheer",1950-09-07,f,ES,GERONA,PreUniversitario,Común
27479,"Asfaw, Jasmine",1950-08-17,NA,M.C.,cáceres,Secundario,VIP
27480,"al-Baddour, Hawraa",1957-01-25,NA,ES,Lerida,Universitario,nuevo
27481,"Fazio, Gabriell",1976-04-04,F,M.N.,Santa Cruz De Tenerife,Primario,V.I.P.
27482,"Warren, Mina",1951-04-14,NA,ES,Vizcaya,Universitario,Común
27483,"Sanchez, Jesse",1966-11-07,m,ES,burgos,Universitario,Común
27484,"Xiong, Justin",1960-09-20,F,ES,Santa Cruz de Tenerife,PreUniversitario,VIP
27485,"Cave, Danny",1984-04-24,m,I.L.,Granada,Universitario,vip
27486,"Babcock, Caitlin",1948-01-29,M,ES,córdoba,Secundario,COMUN
27487,"Howard, Tiondrae",1956-01-07,NA,ZW,Ciudad Real,Secundario,vip
27488,"Reynoso, Antonio",1943-08-22,f,ES,Badajoz,PreUniversitario,vip
27489,"al-Dada, Nawf",1948-03-09,M,ES,GERONA,PreUniversitario,Común
27490,"Stogdill, Shirly",1982-03-16,F,ES,león,Secundario,VIP
27491,"Palomino, Felicia",1943-08-21,f,LB,MURCIA,Secundario,nuevo
27492,"Hicks Sims, Tyler",1972-10-16,m,ES,CÁDIZ,Universitario,V.I.P.
27493,"Herrera, Marina",1973-02-22,NA,NA,álava,Universitario,NUEVO
27494,"White, Kendra",1967-11-29,F,ES,Badajoz,Primario,V I P
27495,"Knoll, Toby",1984-03-12,m,ES,segovia,Primario,Comun
27496,"Tran, David",1952-10-25,f,ES,Córdoba,PreUniversitario,nuevo
27497,"el-Karim, Badruddeen",1947-03-30,f,G.A.,La Rioja,PreUniversitario,vip
27498,"Wang, Aramis",1955-03-22,F,ES,Lerida,Primario,nuevo
27499,"el-Sesay, Amatullah",1951-01-07,m,MU,HUESCA,Universitario,Común
27500,"Askew, Julian",1992-11-29,F,ES,Valladolid,Secundario,NUEVO
27501,"Montellano, Nataly",1990-12-05,F,ES,ASTURIAS,Universitario,V.I.P.
27502,"Reynolds, Jenessa",1944-02-16,NA,ES,ALICANTE,Primario,vip
27503,"Adair, Carlos",1980-10-04,f,R.U.,TOLEDO,PreUniversitario,vip
27504,"Herrera, Nadine",1967-08-18,f,ES,Cantabria,Universitario,COMUN
27505,"Joe, Ariana",1983-01-29,F,NA,Guadalajara,Universitario,VIP
27506,"el-Kaba, Quraish",1964-05-01,NA,ES,Navarra,Universitario,NUEVO
27507,"Wilkerson, Laneesha",1984-01-02,f,ES,Palencia,Universitario,COMUN
27508,"Tabel, Julio",1957-10-18,F,ES,Ciudad Real,Secundario,Común
27509,"el-Sheikh, Muntaha",1954-08-14,NA,nl,vizcaya,PreUniversitario,VIP
27510,"al-Shariff, Atiyya",1943-09-23,m,ES,Salamanca,Primario,V.I.P.
27511,"Cramer, Angel",1981-08-18,F,NA,Ciudad Real,Universitario,V.I.P.
27512,"Herrera, Daniela",1992-10-26,m,ES,ALICANTE,Secundario,V I P
27513,"al-Azimi, Maahir",1970-07-06,F,ES,CÓRDOBA,Universitario,Comun
27514,"Peterson, Stratton",1945-04-15,F,ES,ALBACETE,PreUniversitario,vip
27515,"Tuytschaevers, Tronson",1976-01-29,f,CX,Jaén,PreUniversitario,V.I.P.
27516,"Khuu, Justin",1976-09-26,F,ES,ALBACETE,Secundario,VIP
27517,"Jirsaraie, Selina",1961-08-07,NA,I.N.,Valencia,Primario,VIP
27518,"Manus, Gabriella",1966-12-05,f,ES,castellón,PreUniversitario,Común
27519,"Lafay, Katerina",1989-04-29,m,ES,ciudad real,Primario,Común
27520,"el-Kaber, Mahmooda",1990-09-05,F,ES,toledo,Universitario,VIP
27521,"Pearse-Luttrell, Vince",1981-01-06,F,N.E.,GERONA,Secundario,V.I.P.
27522,"Aslami, Hitesh",1993-09-09,NA,ES,Valencia,Secundario,VIP
27523,"Morris, Keturah",1943-02-26,F,K.I.,vizcaya,PreUniversitario,vip
27524,"Luong, Christy",1954-02-13,m,ES,Ciudad Real,Primario,Comun
27525,"Duffy, Robyn",1941-02-02,NA,ES,cádiz,Secundario,Común
27526,"King, Willie",1976-02-17,F,ES,TOLEDO,Secundario,Comun
27527,"el-Nasrallah, Labeeba",1961-08-18,f,D.M.,sevilla,Secundario,COMUN
27528,"Galvan, Crystal",1946-11-11,m,ES,asturias,Primario,vip
27529,"el-Elbaz, Tayyiba",1948-01-11,M,AL,Murcia,Universitario,NUEVO
27530,"Jenkins, Diana",1987-01-14,f,ES,ASTURIAS,PreUniversitario,COMUN
27531,"Abachiche, Dakota",1969-06-01,M,ES,las palmas,Primario,NUEVO
27532,"Cisneros, John",1940-05-22,M,ES,orense,Universitario,vip
27533,"Sevcik, Brandon",1985-02-25,m,A.W.,Caceres,PreUniversitario,V.I.P.
27534,"Hayden, Rebecca",1974-10-08,m,ES,MADRID,Secundario,Nuebo
27535,"Garcia, Gabriel",1950-12-17,NA,NA,CUENCA,Secundario,V.I.P.
27536,"Krantz, Victor",1944-06-07,F,ES,Caceres,Secundario,Comun
27537,"Ali, Ashley",1961-10-12,M,ES,NAVARRA,PreUniversitario,V I P
27538,"Adams, Alan",1947-10-23,NA,ES,Toledo,Primario,V I P
27539,"Grimes, Summer",1946-07-20,F,EG,Guipuzcoa,Universitario,COMUN
27540,"Montoya, Loagyn",1983-09-27,f,ES,SEGOVIA,Primario,vip
27541,"Iniguez, Gabrielle",1987-07-08,M,NA,álava,Primario,V I P
27542,"Maldonado, Samuel",1973-04-13,f,ES,CUENCA,Universitario,Comun
27543,"Craig-Varela, Marc",1986-04-15,m,ES,CANTABRIA,Universitario,nuevo
27544,"Heckman, Ena",1983-01-29,M,ES,CÁDIZ,Universitario,COMUN
27545,"Jones, Isheya",1954-10-20,f,Bw,Jaén,Secundario,VIP
27546,"Mrazik, Michael",1973-03-26,f,ES,Valladolid,PreUniversitario,V I P
27547,"Her, Harrison",1991-08-23,NA,Af,Palencia,PreUniversitario,NUEVO
27548,"Palacio, Vanessa",1982-07-08,F,ES,VALLADOLID,Universitario,COMUN
27549,"al-Wahab, Munsif",1992-03-18,m,ES,Palencia,PreUniversitario,vip
27550,"Srinivasan, Pranav",1964-09-23,F,ES,cantabria,Secundario,Comun
27551,"Hopkins, Paul",1977-04-08,NA,Km,Huesca,PreUniversitario,V I P
27552,"Winfield, Evelyn",1964-03-11,F,ES,Tarragona,Primario,Comun
27553,"Carson, Jessica",1968-01-09,f,S.C.,valladolid,Universitario,VIP
27554,"Cunningham, Kara",1952-08-26,NA,ES,BARCELONA,PreUniversitario,Común
27555,"Rhodes, Brittany",1987-08-01,f,ES,La Coruña,Secundario,V I P
27556,"al-Saade, Yaasmeen",1988-08-23,NA,ES,Huesca,Secundario,V.I.P.
27557,"Martinez, Jareth",1979-03-15,F,NA,murcia,PreUniversitario,COMUN
27558,"Day, Jasmine",1943-09-13,M,ES,cádiz,PreUniversitario,vip
27559,"Risma, Kristopher",1971-07-12,NA,Ai,Soria,Secundario,V.I.P.
27560,"Gonzalez, Cortney",1991-06-18,NA,ES,Leon,Primario,NUEVO
27561,"al-Farrah, Anas",1991-08-09,m,ES,GUIPÚZCOA,Secundario,V I P
27562,"Thompkins, Suprina",1981-12-05,m,ES,GRANADA,PreUniversitario,Común
27563,"Redwine, Jonathan",1954-02-18,f,NA,Leon,Universitario,VIP
27564,"Okubo, Benjamin",1955-07-18,F,ES,Guipuzcoa,Primario,V.I.P.
27565,"Gebeor, Renate",1970-03-18,F,na,Pontevedra,Primario,COMUN
27566,"el-Sahli, Usaama",1969-04-09,F,ES,Palencia,Universitario,Común
27567,"Keliiholokai, Vanna",1957-09-30,NA,ES,Vizcaya,Primario,COMUN
27568,"Huh, Mimi",1979-08-16,m,ES,Albacete,PreUniversitario,Común
27569,"Rodriguez Rojas, Rosalio",1963-11-08,NA,Vc,Orense,Secundario,V I P
27570,"Fatt, Anthony",1984-09-24,F,ES,Álava,Universitario,COMUN
27571,"Yoshida, Chang Seob",1953-04-21,F,br,salamanca,Primario,V.I.P.
27572,"Watts, Breanna",1943-08-08,f,ES,huelva,Primario,COMUN
27573,"Garabrandt, Teresa",1984-07-21,M,ES,León,Secundario,V I P
27574,"Morgan, Cody",1952-09-27,M,ES,cantabria,Primario,V.I.P.
27575,"John, Jordyn Andrew",1982-03-20,m,Gt,cádiz,Primario,vip
